Molecule ChEMBL ID,Smiles,Standard Value,pIC50
CHEMBL4115266,CN(N)/C=C(\N)C1CCN(c2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,19.4,7.71
CHEMBL3910861,CNC(=O)C[C@H]1CC[C@H](NC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC(C)C)CC1,19.5,7.71
CHEMBL4104005,NC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H](CO)Cc1ccccc1,19,7.72
CHEMBL3622518,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,19,7.72
CHEMBL3622518,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,19,7.72
CHEMBL256504,c1cc(N[C@H]2CCCNC2)nc(-c2cnc3ccccn23)c1,19,7.72
CHEMBL4647594,CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NC[C@@H](C)C(C)(C)O,19,7.72
CHEMBL4112923,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2cc(Br)ccc2s1,19,7.72
CHEMBL4114137,O=c1[nH]c(NC2CCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1ccc2ccccc2n1,19,7.72
CHEMBL4109857,O=c1[nH]c(N2CCC(c3ccncc3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,19,7.72
CHEMBL4793479,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1N[C@H](CO)c1ccccc1,19,7.72
CHEMBL5269297,CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5cn(C)nn5)ccc4n3)cn2)CC1,19,7.72
CHEMBL5087312,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)ncc2-c2ccc(F)cc2)[C@H]2C=C[C@@H]1C2,19,7.72
CHEMBL5202575,NC(=O)c1ccccc1Nc1nc(Nc2cccc(C(=O)N3CCCC3)c2)nc2ccsc12,19,7.72
CHEMBL4109992,CC(C)Nc1cc(-n2ncc3cnc(NC[C@@H](F)C(C)(C)O)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,18.5,7.73
CHEMBL3977923,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC1CCN(C(=O)C(C)C)CC1,18.6,7.73
CHEMBL4115550,CC(C)C(O)CNc1cc(-n2ncc3cc(Cl)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,18.2,7.74
CHEMBL3917045,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC1CCN(S(=O)(=O)NC(C)C)CC1,18.4,7.74
CHEMBL4109159,Cc1ccc(CNc2cc(-n3ccc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1,18.4,7.74
CHEMBL3944798,O=C(Nc1cc(Cl)ccc1N1CCC(CO)CC1)c1cnn2cc(O)cnc12,18,7.75
CHEMBL4108780,O=c1[nH]c(N2CC(O)(C(F)(F)F)C2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,18,7.75
CHEMBL3622512,O=c1[nH]c(N2CCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,18,7.75
CHEMBL3622512,O=c1[nH]c(N2CCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,18,7.75
CHEMBL5085200,CN1CCN(c2cc(F)cc(Nc3ncc(-c4cccc(F)c4)c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)n3)c2)CC1,18,7.75
CHEMBL4113003,CS(=O)(=O)C1CN(c2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)C1,17.9,7.75
CHEMBL3822972,COc1cc2ncccc2cc1NC(=O)c1csc2cncnc12,18,7.75
CHEMBL3601081,OC[C@H]1C[C@@H](Nc2nc(Nc3cccnc3)ncc2-c2nc3ccncc3s2)[C@H](O)[C@@H]1O,18,7.75
CHEMBL5277206,COCCn1cc(NC(=O)c2coc(-c3ccnc(C)c3)n2)c(C(N)=O)n1,18,7.75
CHEMBL5278799,Cc1cc(-c2nc(C(=O)Nc3cn(C4CCN(C)CC4)nc3C(N)=O)co2)ccn1.Cl.Cl,18,7.75
CHEMBL5206477,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cc(F)cc(N4CCOCC4)c3)nc3ncsc23)[C@H]2C=C[C@@H]1C2,18,7.75
CHEMBL4111880,CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)N[C@H](C)C1CC1,17.3,7.76
CHEMBL4115525,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NCC1CCOCC1,17.4,7.76
CHEMBL4115550,CC(C)C(O)CNc1cc(-n2ncc3cc(Cl)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,17.5,7.76
CHEMBL4111673,Cn1nccc1Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,17.5,7.76
CHEMBL4113269,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(F)cnc32)cc1NC1CCC(O)C1,17.4,7.76
CHEMBL3923081,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCc1nn[nH]n1,17.2,7.76
CHEMBL3945366,CC(C)(C)NC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)F)c1,17,7.77
CHEMBL4107171,O=c1[nH]c(N2CCN(c3ncc(C(F)(F)F)cc3Cl)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,17,7.77
CHEMBL4107909,O=c1[nH]c(N2CC[C@@H](O)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,17,7.77
CHEMBL3634504,Cn1cc(NC(=O)c2ccc3ccc(N[C@@H]4CCCNC4)nn23)c(C(F)(F)F)n1,17,7.77
CHEMBL5209423,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)nc3cn[nH]c23)[C@H]2C=C[C@@H]1C2,17,7.77
CHEMBL5187233,NC(=O)[C@H]1CCC[C@H]1Nc1nc(Nc2cccc(C(=O)N3CCCC3)c2)nc2ccsc12,17,7.77
CHEMBL4581832,COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccc(C5(C#N)CC5)nc34)CC2)CC1,17,7.77
CHEMBL4111100,O=c1[nH]c(N2CC(F)[C@@H](F)C2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,17,7.77
CHEMBL4111161,Cc1ccccc1C1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)CC1,17,7.77
CHEMBL4114914,CC(C)CC(=O)NCc1cnc2c(cnn2-c2cc(NC(C)C)c(C(=O)NC[C@@H](F)C(C)(C)O)cn2)c1,16.9,7.77
CHEMBL5283174,CC(=O)N1CCC(n2cc(NC(=O)c3coc(-c4ccnc(C)c4)n3)c(C(N)=O)n2)CC1.Cl,17,7.77
CHEMBL4085199,COc1cc2c(OC[C@H]3NC(=O)[C@@]4(F)[C@@H]3[C@@H]4C)nccc2cc1C(N)=O,16.8,7.78
CHEMBL4109694,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCCOC(F)F,16.6,7.78
CHEMBL4110283,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(F)cnc32)cc1NC1CCCOC1,16.6,7.78
CHEMBL4111891,CC(C)(O)[C@H](F)CNC(=O)c1cnc(N2CCc3cc(C#N)cnc32)cc1NC1COC1,16.8,7.78
CHEMBL4782731,CCN(CC)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)c(C(C)(C)O)cc2n1,16.7,7.78
CHEMBL3955569,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCCN1CCOCC1,16.3,7.79
CHEMBL3946151,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC1CCN(c2ncccn2)CC1,15.7,7.8
CHEMBL3965756,CCOP(=O)(CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC(C)C)OCC,16,7.8
CHEMBL3953153,CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2N[C@@H](C)CF)CC1,16,7.8
CHEMBL4111238,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)N[C@@H]1CCCN(S(C)(=O)=O)C1,15.7,7.8
CHEMBL4115236,CC(CNc1cc(-n2ncc3cncnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O)N1CCOCC1,15.7,7.8
CHEMBL3353204,NCCNc1cccc2nc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)sc12,16,7.8
CHEMBL4114283,O=c1[nH]c(N2CCN(c3ccccc3F)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,16,7.8
CHEMBL3936270,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1cnn(C2CCOCC2)c1,15.9,7.8
CHEMBL4112653,O=c1[nH]c(N2CCC(c3ccccc3)CC2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,16,7.8
CHEMBL5171632,CN1C[C@H]2C[C@@H]1C[C@@H]2n1cc(Nc2nc(NC3(C)CC3)c3c(=O)n(C)ccc3n2)cn1,16,7.8
CHEMBL4109051,NCCNc1cccc2sc(-c3c(N[C@@H]4CCCNC4)nc(N4CCOCC4)[nH]c3=O)nc12,16,7.8
CHEMBL5283224,Cc1cc(-c2nc(C(=O)Nc3cn(C)nc3C(N)=O)co2)ccn1.Cl,16,7.8
CHEMBL5275145,CCn1cc(NC(=O)c2coc(-c3ccnc(C)c3)n2)c(C(N)=O)n1.Cl,16,7.8
CHEMBL3942281,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1ccc(O)cn1,15.5,7.81
CHEMBL4111216,CC(C)C(O)CNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,15.6,7.81
CHEMBL4115670,CC(C)Nc1cc(-n2cnc3cncnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,15.1,7.82
CHEMBL402174,COc1ccc2ncn(-c3cccc(NC4CCNCC4)n3)c2c1,15,7.82
CHEMBL4639599,CCNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC(C)C,15,7.82
CHEMBL5273827,Cc1ncncc1-c1nc2c(OC3(C)CC3)nc(Nc3cnn(C4CCN(C)CC4)c3)nc2cc1F,15,7.82
CHEMBL3983208,O=c1[nH]c(N2CC[C@H](CO)C2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,15,7.82
CHEMBL5195464,CN1CC2(CC(n3cc(Nc4nc(NC5(C)CC5)c5c(=O)n(-c6cn(C)nn6)ccc5n4)cn3)C2)C1,15,7.82
CHEMBL5208404,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cc(F)cc(N4CCOCC4)c3)nc3ccoc23)[C@H]2C=C[C@@H]1C2,15,7.82
CHEMBL3894314,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCC1CCS(=O)(=O)C1,15.3,7.82
CHEMBL4115545,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCc1cocn1,15.2,7.82
CHEMBL4112231,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCC(F)F,15.3,7.82
CHEMBL4108668,O=C(Nc1cc2cccnc2cc1O[C@@H]1CC[C@@H](O)C1)c1csc2cncnc12,15,7.82
CHEMBL4107481,Cc1nonc1N1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,15,7.82
CHEMBL5178542,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCC(F)C4)c3)nc3ccsc23)[C@H]2C=C[C@@H]1C2,15,7.82
CHEMBL5286457,N#CCc1ccc2nc(Nc3cnn(C4CCOCC4)c3)nc(NC3CCOCC3)c2n1,15,7.82
CHEMBL3986164,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC12CCC(O)(CC1)C2,14.8,7.83
CHEMBL3956279,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCCc1ncn[nH]1,14.8,7.83
CHEMBL3905839,CC(C)(O)CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CCOCC1,14.8,7.83
CHEMBL3986164,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC12CCC(O)(CC1)C2,14.8,7.83
CHEMBL4110998,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)OP(=O)(O)O,14.7,7.83
CHEMBL3943142,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCNS(C)(=O)=O,14.9,7.83
CHEMBL4110754,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(=O)N1CCOCC1,14.7,7.83
CHEMBL3960714,CNS(=O)(=O)N1CCC(NC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC(C)C)CC1,14.7,7.83
CHEMBL3954542,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCC(=O)N1CCOCC1,14.4,7.84
CHEMBL4107090,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CN(c2ncc(Cl)cn2)C1,14.4,7.84
CHEMBL4110394,CS(=O)(=O)c1cc(F)ccc1N1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3nc4ccccc4s3)c(=O)[nH]2)CC1,14,7.85
CHEMBL4114351,COc1ccc(OC)c(N2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)c1,14,7.85
CHEMBL3353203,O=c1[nH]c(N2CCOCC2)nc(N[C@H]2CNCC[C@@H]2F)c1-c1nc2ccccc2s1,14,7.85
CHEMBL3353203,O=c1[nH]c(N2CCOCC2)nc(N[C@H]2CNCC[C@@H]2F)c1-c1nc2ccccc2s1,14,7.85
CHEMBL4115029,O=c1[nH]c(N2CCCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2c(C3CC3)nccc2s1,14,7.85
CHEMBL4113240,CC(C)(CNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O)OC(F)F,14.2,7.85
CHEMBL3590475,Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)cn1,14,7.85
CHEMBL4107475,CC(C)Nc1cc(-n2ccc3cc(CNC(=O)CC4CCOCC4)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,14,7.85
CHEMBL4112067,CC(C)Nc1cc(-n2ncc3cc(C(F)F)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,14.2,7.85
CHEMBL3973778,CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cncnc43)cc2NC(C)C)CC1,14.2,7.85
CHEMBL5091019,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCOCC4)c3)ncc2-c2cccc(F)c2)[C@H]2C=C[C@@H]1C2,14,7.85
CHEMBL3601196,Cc1cc(Nc2cc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)cn2)cc(C)n1,14,7.85
CHEMBL5271317,CCc1cc(-c2nc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)co2)ccn1,14,7.85
CHEMBL5184991,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccc(C(=O)N4CCOCC4)cc3)nc3ccsc23)[C@H]2C=C[C@@H]1C2,14,7.85
CHEMBL4109109,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)OC(F)F,13.7,7.86
CHEMBL4115090,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1N[C@@H]1CCNC1,13.9,7.86
CHEMBL4107060,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCCNC(=O)OC(C)(C)C(F)(F)F,13.8,7.86
CHEMBL3973967,CO[C@H]1CC[C@H](NC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC2COC2)CC1,13.4,7.87
CHEMBL4106513,CC(C)(F)[C@H](F)CNC(=O)c1cnc(-n2cnc3cc(C#N)cnc32)cc1NC1COC1,13.5,7.87
CHEMBL4108237,CC(C)(O)CNc1cc(-n2ccc3cncnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,13.6,7.87
CHEMBL3953652,CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NCC1CC1C(C)(C)O,13.5,7.87
CHEMBL3938709,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCC(F)=C1CCOCC1,13.4,7.87
CHEMBL3911443,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(=O)N[C@@H](C)CO,13.4,7.87
CHEMBL3932227,Cc1cnc2c(cnn2-c2cc(NC(C)C)c(C(=O)N[C@H]3CC[C@H](C(C)(C)O)CC3)cn2)c1,13.6,7.87
CHEMBL4107960,CC(C)Nc1cc(-n2ccc3cc(CNC(=O)C4CC4)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,13.5,7.87
CHEMBL4112769,O=c1[nH]c(N2CCC(c3cccnc3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,13.3,7.88
CHEMBL4107826,CCN(CC)C(=O)NCc1cnc2c(ccn2-c2cc(NC(C)C)c(C(=O)NC[C@@H](F)C(C)(C)O)cn2)c1,13.2,7.88
CHEMBL4106933,CC(C)Nc1cc(-n2ccc(-c3ccnnc3)n2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,13.1,7.88
CHEMBL3906640,CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC1CCc2nc(N)sc2C1,13.1,7.88
CHEMBL3986991,CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2NC2CC2)CC1,13.3,7.88
CHEMBL4081634,CNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC1CCCC1,13,7.89
CHEMBL4077863,CNC(=O)c1cnc(Nc2ccc3c(cnn3C)c2)cc1N[C@@H](c1ccccc1)[C@H](O)CO,13,7.89
CHEMBL4107384,CC(C)[C@@H](CO)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,13,7.89
CHEMBL3634514,Cn1cc(NC(=O)c2ccc3ccc(N[C@@H]4CCCC[C@@H]4N)nn23)c(Cl)n1,13,7.89
CHEMBL4110921,CC(=O)N1CCC2(CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)C2)C1,13,7.89
CHEMBL3590490,Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC(F)(F)[C@@H]4N)nc23)c(C(F)F)n1,13,7.89
CHEMBL4115050,O=c1[nH]c(N2CC[C@@H](CO)C2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,13,7.89
CHEMBL4095514,CNC(=O)c1cnc(Nc2ccc(OC)c(F)c2)cc1N[C@@H](c1ccccc1)[C@H](O)CO,13,7.89
CHEMBL3892729,O=c1[nH]c(N2CC[C@H](F)C2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,13,7.89
CHEMBL3920766,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC(C)(F)F,13,7.89
CHEMBL5275280,CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(C(=O)N(C)C)ccc4n3)cn2)CC1,13,7.89
CHEMBL4107317,COc1ccccc1C1CCN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)CC1,13,7.89
CHEMBL5276087,Cc1cc(-c2ccc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)o2)ccn1,13,7.89
CHEMBL5091399,N#Cc1cccc(-c2cnc(Nc3cccc(C(=O)N4CCCC4)c3)nc2N[C@H]2[C@@H](C(N)=O)[C@@H]3C=C[C@H]2C3)c1,13,7.89
CHEMBL4114343,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@H]1CC[C@](C)(O)CC1,12.6,7.9
CHEMBL4106730,O=c1[nH]c(N2CCC(c3cnccn3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,12.5,7.9
CHEMBL4115046,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(Cl)cnc32)cc1NC1COC1,12.6,7.9
CHEMBL4113330,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2cnc3cc(C#N)cnc32)cc1NC1COC1,12.6,7.9
CHEMBL4093120,COc1cc2c(OC[C@H]3NC(=O)[C@@H](F)[C@H]3C)nccc2cc1C(N)=O,12.7,7.9
CHEMBL4110170,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(F)cnc32)cc1NC1CCOCC1,12.5,7.9
CHEMBL3919803,CCNC(=O)CCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC(C)C,12.4,7.91
CHEMBL3634512,Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)c(Cl)n1,12,7.92
CHEMBL4108994,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NCC(F)(F)F,11.9,7.92
CHEMBL4644871,CCCNC(=O)c1cnc(Nc2ccc3ncsc3c2)cc1NC(C)C,12,7.92
CHEMBL4108089,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ccc3cc(C#N)cnc32)cc1NC12CC3CC(CC(C3)C1)C2,12,7.92
CHEMBL3907661,CC(C)Nc1cc(-n2ncc3cc(Cl)cnc32)ncc1C(=O)NCCN1CCOCC1,12,7.92
CHEMBL3601076,CN(C)c1cccc(Nc2ncc(-c3nc4cnccc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)c1,12,7.92
CHEMBL3601073,OC[C@H]1C[C@@H](Nc2nc(Nc3cncnc3)ncc2-c2nc3cnccc3s2)[C@H](O)[C@@H]1O,12,7.92
CHEMBL3929293,O=C(Nc1cc2cccnc2cc1N1CCCCC1)c1csc2cncnc12,12,7.92
CHEMBL3601080,Cc1cc(Nc2ncc(-c3nc4ccncc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,12,7.92
CHEMBL4109845,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2cnccc2s1,12,7.92
CHEMBL3953525,NCC1CCN(c2cc3ncccc3cc2NC(=O)c2csc3cncnc23)CC1,12,7.92
CHEMBL4079243,COC[C@@H]1CC(=O)N[C@@H]1COc1nccc2cc(C(N)=O)c(OC)cc12,12.1,7.92
CHEMBL5179113,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cc(F)cc(N4CCOCC4)c3)nc3ccsc23)[C@H]2C=C[C@@H]1C2,12,7.92
CHEMBL3634502,Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCNC4)nc23)c(C(F)(F)F)n1,12,7.92
CHEMBL3634615,Cn1cc(NC(=O)c2ccc3ccc(N[C@@H]4CCCC[C@@H]4N)nn23)c(C#N)n1,12,7.92
CHEMBL4107849,O=c1[nH]c(N2CCC3(CCN(c4ncccn4)C3)C2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,12,7.92
CHEMBL4109565,O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1csc(-n2cccc2)n1,12,7.92
CHEMBL4111572,O=c1[nH]c(N2CCN(c3nccs3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,12,7.92
CHEMBL5284942,CC(=O)N1CCC(n2cc(Nc3nc(NC4CCOCC4)c4nc(CC#N)ccc4n3)cn2)CC1,12,7.92
CHEMBL5185436,CN1CCN(c2cc(F)cc(Nc3nc(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)c4sccc4n3)c2)CC1,12,7.92
CHEMBL3590477,Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)c(C#N)n1,12,7.92
CHEMBL4109711,O=c1[nH]c(N2CCC(c3ccccn3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,12.1,7.92
CHEMBL5084123,NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cc(F)cc(N4CCOCC4)c3)ncc2-c2cccc(F)c2)[C@H]2C=C[C@@H]1C2,12,7.92
CHEMBL4108757,O=c1[nH]c(N2CCC(n3ccnn3)CC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,11.8,7.93
CHEMBL4107607,CC(F)(CO)CNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,11.8,7.93
CHEMBL4114474,CC(C)Nc1cc(-n2ccc3cc(Cl)ccc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,11.8,7.93
CHEMBL4109707,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CCC(N)C1,11.7,7.93
CHEMBL4107570,Cc1nnc(-c2ccc(Nc3cc(-n4ncc5cc(C#N)cnc54)ncc3C(=O)NC[C@@H](F)C(C)(C)O)cc2)s1,11.4,7.94
CHEMBL4108784,CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CCCOC1,11.4,7.94
CHEMBL3900741,CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1ccc(C(C)(C)O)cn1,11.6,7.94
CHEMBL3970139,CCCNC(=O)c1cnc(-n2ncc3cc(C#N)c(N)nc32)cc1NC(C)C,11.4,7.94
CHEMBL3920819,CNC(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)ccc43)cc2NC(C)C)CC1,11.6,7.94
CHEMBL3932942,CC(C)NC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)F)c1,11.2,7.95
