Smiles,IC50_nM
CC[C@@H]1CC(=O)N[C@@H]1COc1nccc2cc(C(N)=O)c(OC)cc12,0.5

O=c1[nH]c(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)c(=O)[nH]1,1487

O=c1[nH]c(N2CCCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1ccc2ccccc2n1,23

O=c1[nH]c(NC2CCC2)nc(N[C@@H]2CC[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,2261

Cc1cnc(C)c(N2CCN(c3nc(N[C@@H]4CCCNC4)c(-c4nc5ccccc5s4)c(=O)[nH]3)CC2)n1,22

CS(=O)(=O)C1CN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,32

CC1(O)CCN(c2nc(N[C@@H]3CCCNC3)c(-c3ccc4ccccc4n3)c(=O)[nH]2)C1,31

O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2cc(F)cc(F)c2)cs1,99

O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccccn2)cs1,21

O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1cc2ccccc2cn1,466

O=c1[nH]c(NC2CCCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,636

CN(C)CCNc1nc(N2CCOCC2)[nH]c(=O)c1-c1nc2ccccc2s1,1600

O=c1[nH]c(N2CCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,18

O=c1[nH]c(N2CCc3ccccc3C2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,27.5

Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)c(-c2ccncc2)n1,62

Cn1cc(NC(=O)c2cnn3ccc(N4CCNCC4)nc23)c(C(F)(F)F)n1,10

Cc1cn2c(-c3cnn(CC(=O)Nc4cccc(F)c4F)c3)cnc2c(Nc2cc(CN3CCCCC3)ns2)n1,1423

Cn1cc(NC(=O)c2cnn3ccc(N[C@H]4CCCC[C@@H]4N)nc23)c(C(N)=O)n1,20

Cn1cc(NC(=O)c2cnn3ccc(N[C@H]4CCCC[C@H]4N)nc23)c(C(N)=O)n1,8

Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)c(C(F)(F)C(F)(F)F)n1,2

Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC(F)(F)[C@@H]4N)nc23)c(C(F)F)n1,13

Cn1cc(NC(=O)c2cnn3ccc(N4CC[C@H](F)[C@@H](N)C4)nc23)c(C(F)(F)F)n1,6

Cn1cc(NC(=O)c2cnn3ccc(OCCN)nc23)c(C(N)=O)n1,9200

Cc1cc(Nc2ncc(-c3cncs3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)cc(C)n1,2107

CCc1ccc2nc(Nc3cc(Cc4ccccc4)nc(N[C@H]4CC[C@H](O)CC4)n3)sc2c1,3.981

COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCO,24400

CCN(Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)C(C)(C)CO,8

CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1C(=O)NCCC(C)(C)O,4.1

CC(C)Nc1cc(Nc2ccc3nonc3c2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,8.7

O=C(Nc1ccc(N2CCNCC2)cc1)c1ccc(-c2ccc(Cl)cc2)o1,7500

Cc1n[nH]c2nc(Nc3cc(F)cc(N4CCOCC4)c3)nc(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c12,5

Cc1n[nH]c2nc(Nc3cccc(C(=O)N4CCCC4)c3)nc(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c12,3

NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)nc3cn[nH]c23)[C@H]2C=C[C@@H]1C2,17

O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2c(C3CC3)nccc2s1,9

O=c1[nH]c(N2CCC(c3ccccc3C(F)(F)F)CC2)nc(N[C@@H]2CCCNC2)c1-c1ccc2ccccc2n1,32

CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5ccnnc5)ccc4n3)cn2)CC1,1

Cc1cc(-c2nc(C(=O)Nc3cn(CC4CCOC4)nc3C(N)=O)co2)ccn1.Cl,34

Cc1cc(-c2nc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)co2)ccn1.Cl,20

Cc1cc(-n2ccc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)n2)ccn1,24

NC(=O)c1nn(C2CCOCC2)cc1NC(=O)c1coc(-c2ccncc2F)n1,82

NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)ncc2-c2cncc(F)c2)[C@H]2C=C[C@@H]1C2,5

Cc1cc(Nc2ncc(-c3cccnc3)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc1OCCN1CCCC1,179

NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cc(F)cc(N4CCOCC4)c3)nc3ccsc23)[C@H]2C=C[C@@H]1C2,12

Cc1nc2c(OC3(C)CC3)nc(Nc3cnn(C4CC5(C4)CN(C)C5)c3)nc2cc1F,3

Cc1cc(Nc2ncc(-c3nc4ccccc4s3)c(NC3C[C@H](C(C)(C)O)[C@@H](O)[C@H]3O)n2)cc(C)n1,2.2

CNC(=O)c1nc(-c2cnc(Nc3ccc4ncsc4c3)cc2NC(C)C)sc1C,1.8

Cc1cc(-c2nc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)co2)ccn1.Cl,21

CC(=O)N[C@H]1CC[C@H](NC(=O)c2cnc3sc(-c4cncs4)cc3c2NC(C)C)CC1,3.7

NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)ncc2-c2ccccc2)[C@H]2C=C[C@@H]1C2,10

CN1CCN(c2cc(F)cc(Nc3ncc(-c4cccc(F)c4)c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)n3)c2)CC1,18

CN1CCN(c2cc(Nc3ncc(-c4cccc(F)c4)c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)n3)ccn2)CC1,6

CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(CC(F)F)ccc4n3)cn2)CC1,2

CN1C[C@H]2C[C@@H]1C[C@@H]2n1cc(Nc2nc(NC3(C)CC3)c3c(=O)n(CC(F)F)ccc3n2)cn1,4

O=C(Nc1nc2ccccc2n1C1CCOC1=O)c1cccc([N+](=O)[O-])c1,550

CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,4.51

CCCCn1c(NC(=O)c2cccc(Cl)c2)nc2ccccc21,30000

COc1ccc2[nH]c(NC(=O)c3cccc([N+](=O)[O-])c3)nc2c1,1500

COc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(CCN(C)C)nc12,96

NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCOCC4)c3)nc3ccsc23)[C@H]2C=C[C@@H]1C2,6

CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(-c5cn(C)nn5)ccc4n3)cn2)CC1,6

CCNC(=O)c1cnc(Nc2ccc3c(c2)C(C)(C)OC3=O)nc1N[C@H](CO)c1ccccc1,190

Cc1nnc(-c2cnc(Nc3ccc4c(c3)C(C)(C)OC4=O)nc2N[C@H](CO)c2ccccc2)o1,44

CC1(C)OC(=O)c2ccc(Nc3ncc(-c4nnco4)c(N[C@H](CO)c4ccccc4)n3)cc21,59

COc1ccc(NC(=O)c2csc(-c3cccnc3)n2)cc1,3700

NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)nc3[nH]ncc23)[C@H]2C=C[C@@H]1C2,4

NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)nc3[nH]cnc23)[C@H]2C=C[C@@H]1C2,5

CN(C)C(=O)CN1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C)ccc4n3)cn2)CC1,0.8

C[C@H](F)Cn1ccc2nc(Nc3cnn(C4CC5(C4)CN(C)C5)c3)nc(NC3(C)CC3)c2c1=O,2

CN1CC2(CC(n3cc(Nc4nc(NC5(C)CC5)c5c(=O)n(-c6cn(C)nn6)ccc5n4)cn3)C2)C1,15

CCN1CCCC1CNc1nc(N2CCOCC2)[nH]c(=O)c1-c1ccc2ccccc2n1,1600

O=c1[nH]c(N2CCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,2000

O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1ccc(C2CC2)cn1,512

O=c1[nH]c(C2CCN(C3CCOC3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,180

O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2cccc(C3CC3)c2s1,4500

O=c1[nH]c(N2CCN(c3ccc(Cl)cn3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,8

NC(=O)CNc1nc(N[C@@H]2CCCNC2)c(-c2nc3ccccc3s2)c(=O)[nH]1,2300

O=c1[nH]c(N2CCN(c3cccnc3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc(-c2ccc(F)cc2)cs1,20

NC(=O)[C@@H]1[C@H](Nc2nc(Nc3ccc(F)c(C(=O)N4CCCC4)c3)nc3ccsc23)[C@H]2C=C[C@@H]1C2,3

COc1cc2c(OC[C@H]3NC(=O)[C@@H](F)[C@H]3C)nccc2cc1C(N)=O,0.3

COc1cc2c(OC[C@H]3NC(=O)[C@@]4(F)[C@@H]3[C@@H]4C)nccc2cc1C(N)=O,0.6

Cc1cc(Nc2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)cc(C)n1,73

O=c1[nH]c(Nc2ccccc2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,327

Cc1nccc2sc(-c3c(N[C@@H]4C[C@H](CO)[C@@H](O)[C@H]4O)nc(N4CCOCC4)[nH]c3=O)nc12,8.4

COc1cccc(-c2cnc(Nc3ccc4ncsc4c3)cc2NC(C)C)n1,615.8

O=c1[nH]c(C2CCN(S(=O)(=O)C3CC3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,170

CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nc(C(=O)NCC2CCCO2)cs1,24

CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc(-c2ccc(F)c(S(=O)(=O)NC(C)(C)C)c2)o1,675.9

COc1cc2ncccc2cc1NC(=O)c1csc2cnc(NC3CC3)nc12,74

NCC1CCN(c2c(N)cccc2NC(=O)c2cnn3cccnc23)CC1,133

Nc1cccc(NC(=O)c2cnn3cccnc23)c1N1CCCCC1,156

O=C(Nc1cc(Cl)ccc1OC1CCC(CO)C1)c1cnn2cccnc12,306

COc1cc2ccc(CO)cc2cc1NC(=O)c1cnn2cccnc12,358

O=C(Nc1cc(Cl)ccc1N1CCOCC1)c1cnn2cccnc12,523

COc1cc2cc[nH]c2cc1NC(=O)c1csc2cncnc12,596

O=C(Nc1cc(Cl)ccc1N1CCC(CO)C1)c1cnn2cccnc12,650

COc1ccc(Cl)cc1NC(=O)c1csc2cnc(NCCCO)nc12,2062

COc1ccc(Cl)cc1NC(=O)c1csc2cnc(NCCO)nc12,2237

COc1ccccc1NC(=O)c1csc2cncnc12,6559

CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(F)cnc32)cc1NC1CCC(O)C1,8.9

CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CCC(F)(F)C1,7.7

CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CCC(F)C1,1.1

CCCCNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1COC1,7.8

CC(C)Nc1cc(-n2ccc(-c3ccnnc3)n2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,13.1

COCCn1cc(Nc2cc(-n3ncc4cc(Cl)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cn1,2.6

NC(=O)[C@H]1CCC[C@H]1Nc1nc(Nc2cccc(C(=O)N3CCCC3)c2)nc2ccsc12,17

NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)nc3ccccc23)[C@H]2C=C[C@@H]1C2,5

NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cc(F)cc(N4CCOCC4)c3)nc3ccoc23)[C@H]2C=C[C@@H]1C2,15

CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5ccn(C)n5)ccc4n3)cn2)CC1,490

CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5cncnc5)ccc4n3)cn2)CC1,0.6

CN1CCC(n2cc(Nc3nc(OC4(C)CC4)c4nc(-c5cncnc5)c(F)cc4n3)cn2)CC1,1

CN1CC2(CC(n3cc(Nc4nc(OC5(C)CC5)c5nc(C6CC6)c(F)cc5n4)cn3)C2)C1,3

CC1CCC(Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2ccc3ccccc3n2)CN1,91

CN1CCC(c2noc(-c3cnc(Nc4ccc5c(c4)C(C)(C)OC5=O)nc3N[C@H](CO)c3ccccc3)n2)CC1,220

CC(C)Nc1cc(-n2ncc3cc(O)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,3.1

CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC1CC1,2.9

CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@@](F)(c2nccn2C)CC1,4.4

c1cc(NC2CNC2)nc(-c2cnc3ccccn23)c1,39

Clc1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1,1

O=c1[nH]c(N2CCOCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,11

CC(O)CC(C)Oc1cc2ncccc2cc1NC(=O)c1csc2cncnc12,24

CC(C)(O)[C@H]1CCC[C@@H](Nc2cc(-n3ncc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1,5.6

CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)c(N)nc32)cc1NC1CC1,3.4

Cn1cc(NC(=O)c2cnn3ccc(N4CCNCC4)nc23)c(C(F)F)n1,1

CC(C)Nc1cc(-n2ccc3cc(CNC(=O)C4CCOC4)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,10.5

CC1(C)OC(=O)c2ccc(Nc3ncc(-c4nnc(C56CCN(CC5)CC6)o4)c(N[C@H](CO)c4ccccc4)n3)cc21,360

O=c1[nH]c(N2CCCC2)nc(N[C@@H]2CCCNC2)c1-c1nc2c(C3CC3)nccc2s1,14

CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nc(C(N)=O)co1,2.7

O=c1[nH]c(NC2CCCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,92

COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccc(C#N)cc34)CC2)CC1,1

COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccc(C5(C#N)CC5)nc34)CC2)CC1,17

O=C(Nc1nc2ccccc2n1CC1CCCO1)c1cccc([N+](=O)[O-])c1,500

CN(C)CCCn1c(NC(=O)c2cccc([N+](=O)[O-])c2)nc2ccccc21,4000

COc1cc2c(OC[C@@H]3CCC(=O)N3)ncc(Br)c2cc1C(N)=O,2.1

CN[C@@H](C)C(=O)N[C@H](C(=O)N1C[C@@H](NC(=O)CCOCCOCCOCC#Cc2cnc(OC[C@@H]3CCC(=O)N3)c3cc(OC)c(C(N)=O)cc23)C[C@H]1C(=O)N[C@@H]1CCCc2ccccc21)C1CCCCC1,0.022

O=C(Nc1nc2cc[nH]cc-2n1)c1cccc([N+](=O)[O-])c1,30000

COc1ccc2c(c1)C(=O)N(c1nc(C(=O)Nc3cnccc3N3CCNCC3)cs1)C2,1100

CN1CCN(c2cccc(Nc3ncc(-c4nc5ccccc5s4)c(NC4C[C@H](CO)[C@@H](O)[C@H]4O)n3)c2)CC1.Cl,2.6

CC(C)Nc1cc(Nc2ncc(C#N)cc2Cl)ncc1C(=O)NC[C@@H](F)C(C)(C)O,1.9

O=c1[nH]c(N2CCN(c3cccnc3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1,6

Cl.NC(=O)c1nn(-c2cccnc2)cc1NC(=O)c1coc(-c2ccnc(NCC(F)(F)F)c2)n1,0.36

NC(=O)C[C@H]1CCc2sc3ncnc(O[C@H]4CC[C@H](N5CCOCC5)CC4)c3c21,7.5

CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nc(C(=O)NCCCN2CCCC2)cs1,3.1

NC(=O)c1nnc(-c2cnc(Nc3ccc4ncsc4c3)cc2N[C@H](CO)Cc2ccccc2)o1,24.5

O=c1[nH]c(N2CCC(c3ccncc3)C2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,30.9

Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CC(F)(F)CC[C@@H]4N)nn23)c(C(F)F)n1,140

Cn1cc(NC(=O)c2csc3ncc(N[C@@H]4CCCNC4)nc23)c(C(F)F)n1,3

Cc1ccc2c(c1)ncn2-c1cccc(NC2CCNCC2)n1,1085

Clc1cc2ncn(-c3cccc(NC4CCNCC4)n3)c2cc1Cl,166

COc1cc2ncn(-c3cccc(NC4CCNCC4)n3)c2cc1OC,181

CN(C)CC1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cc(O)cnc23)CC1,53

NC(O)C1CCN(c2ccc(Cl)cc2NC(=O)c2cnn3cccnc23)CC1,53

CC(C)(O)CNc1cc(-n2ccc3cncnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,13.6

CS(=O)(=O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2Nc2cccc(C(N)=O)c2)CC1,3.9

C[C@H](CF)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,1.8

CC(C)(F)[C@H](F)CNC(=O)c1cnc(-n2cnc3cc(Cl)cnc32)cc1Nc1cnn(CC(F)F)c1,2.5

CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](O)(c2ccccn2)CC1,3.7

COC(C)(C)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC(C)C,2.8

CCOC(C)(C)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC(C)C,3.7

CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)Nc1ccc(O)cn1,15.5

CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)F,1.9

[C-]#[N+]C1(NC(=O)c2cnc(-n3ncc4cc(C#N)c(N)nc43)cc2NC(C)C)CC1,6

CCCNC(=O)c1cnc(-n2ncc3cc(C#N)c(N)nc32)cc1NC(C)C,11.4

CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1Nc1cnn(CC(F)(F)F)c1,1.7

CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2cnc3cc(Cl)cnc32)cc1Nc1cnn(CC(F)(F)F)c1,1.5

O=C1CC[C@@H](Nc2nc(N3CCOCC3)[nH]c(=O)c2-c2nc3ccccc3s2)CN1,450

O=c1[nH]c(OC2CCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,1688

OC[C@H]1C[C@@H](Nc2nc(Nc3cccnc3)ncc2-c2nc3cnccc3s2)[C@H](O)[C@@H]1O,11

COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccc(C)nc34)CC2)CC1,9

NC(=O)c1cnc(Nc2ccc3c(c2)CC(=O)N3)cc1NCc1ccccc1,360

Nc1cc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)cn1,113

COc1cc(Nc2ncc(-c3nc(-c4ccccc4)cs3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,89

O=C(Nc1cc2cccnc2cc1OC1CCNCC1)c1cnn2cccnc12,40

O=C(Nc1cc2cccnc2cc1N1CCCCC1)c1cnn2ccccc12,8

COc1ccc(Cl)cc1NC(=O)c1csc2cnc(N(C)CCO)nc12,4133

Cn1cc(NC(=O)c2cnn3cccnc23)c(C(N)=O)n1,110

Cn1cc(NC(=O)c2cnn3ccc(N4C[C@H](N)C[C@@H](F)C4)nc23)c(C(F)(F)F)n1,0.5

COC(=O)COc1ccc(Cl)cc1NC(=O)c1cnn2cccnc12,4305

Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCC(F)(F)C[C@@H]4N)nc23)c(C(F)(F)F)n1,3

CC(C)(CNc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O)OC(F)F,14.2

CC(C)NC(=O)[C@H]1CC[C@H](Nc2cc(-n3ncc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)CC1,6.4

CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCC(F)C1(O)COC1,3

CCOC(=O)N1CC(Nc2cc(-n3ncc4cc(C#N)cnc43)ncc2C(=O)NC[C@@H](F)C(C)(C)O)C1,6.8

CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@H]1CCOC1,8.7

CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1N[C@@H]1CCOC1,10.6

CC(C)Nc1cc(-n2ncc3cnc(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,3.9

CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](O)(c2ccnn2C)CC1,2.3

CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NCC1CC1C(C)(C)O,13.5

COc1cc(Nc2cc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)cn2)ccn1,373

CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2cnc3cc(C#N)cnc32)cc1NC1CCC1,4.5

CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc(-n3ccc4cc(F)cnc43)cc2NC2CC2)CC1,4.6

CC[C@@H](C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCCC(C)(C)O,3.4

CC(C)NC(=O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)cnc32)cc1NC(C)C,8.1

CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NCC1CCS(=O)(=O)C1,15.3

COc1ccc(CCNC(=O)c2cnc(-n3ncc4cc(C#N)cnc43)cc2NC(C)C)cc1,3.4

CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1C(=O)NC1CCN(S(=O)(=O)C(C)C)CC1,5.1

Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)c(C(N)=O)n1,0.3

Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)cn1,14

N#Cc1ccc2ncc(-c3cccc(N[C@@H]4CCCNC4)n3)n2c1,95

c1cc(NC2C[C@H]3CC[C@@H](C2)N3)nc(-c2cnc3ccccn23)c1,225

N#Cc1ccccc1Nc1cccc(-c2cnc3ccccn23)n1,433

O=C(c1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1)N1CCOCC1,263

c1cc(NC2CCNCC2)nc(-n2cnc3ccccc32)c1,70

CC(O)CCNc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,2.9

CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(C)(C)O)C1,3.7

CC(C)Nc1cc(-n2ccc3cc(CNC(=O)OC(C)C)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.8

CC(C)(O)[C@H](F)CNC(=O)c1cnc(-n2ncc3cc(C#N)c(N)nc32)cc1NC12CC(C1)C2,1.5

CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)(F)F)n3)cc(F)c2n1,309

CCOc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(CCC(C)(C)O)nc12,202

CN(C)CCn1cc2cc(NC(=O)c3nc(C(F)(F)F)cs3)c(C(C)(C)O)cc2n1,34.8

NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cccc(C(=O)N4CCCC4)c3)ncc2-c2ccoc2)[C@H]2C=C[C@@H]1C2,2

COC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnc4ccc(C#N)cc34)CC2)CC1,37

CC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccc(C#N)cc34)CC2)CC1,1

COc1cc2c(OC[C@@H]3CCC(=O)N3)ccnc2cc1C(N)=O,2118

CC[C@H]1[C@@H](COc2nccc3cc(C(N)=O)c(OC)cc23)NC(=O)[C@@H]1F,6.5

CC(C)Nc1cc(Nc2ccc3ncsc3c2)ncc1-c1nnc(C(=O)N2CCC(N)CC2)o1,23

Nc1nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(-c2nc3ccccc3s2)c(=O)[nH]1,694

O=c1[nH]c(OC2CCC2)nc(N[C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c1-c1nc2ccccc2s1,1686

CC1(Nc2nc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)c(=O)[nH]2)CCC1,1693

